ID,Type,SKU,Name,Published,Is featured?,Short description,Description,In stock?,Stock,Low stock amount,Sale price,Regular price,Categories,Tags,Images,Brands,Meta: _headstart_post,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,Attribute 2 name,Attribute 2 value(s),Attribute 2 visible,Attribute 2 global,Meta: post_views_count
1363,simple,SKU38910,Training Shoes Pro,1,0,,High-quality training shoes pro designed for optimal performance and durability.,1,153,18,925.84,1301.33,Sports & Fitness,"7.1 D, Stereo, Hi-Fi",https://images.pexels.com/photos/2536965/pexels-photo-2536965.jpeg,HP,1,User Group,"Unisex, Boys & Girls",1,0,Material,"Plastic, Glass, Metal",1,0,409
1364,external,SKU64912,Premium Smartwatch System,1,0,,High-quality premium smartwatch system designed for optimal performance and durability.,1,56,19,55.6,84.24,Books,,https://images.unsplash.com/photo-1606107557195-0e29a4b5b4aa,Casio,1,Color,"Blue, Green, Red",1,0,,,,,237
1365,simple,SKU47285,Premium Charger System,1,1,,High-quality premium charger system designed for optimal performance and durability.,1,110,13,1431.04,1830.17,Accessories,Hi-Fi,https://picsum.photos/800/800,LG,1,Capacity,"330 ml, 2L, 1.5L, 500ml",1,1,Material,"Metal, Silk, Glass",1,1,80
1366,simple,SKU77351,Digital Tablet HD,1,1,,High-quality digital tablet hd designed for optimal performance and durability.,1,33,8,108.44,144.37,Toys & Games,"Bass, Hi-Fi, 7.1 D",https://images.pexels.com/photos/356056/pexels-photo-356056.jpeg,Wilson,1,Color,"Blue, White, Red, Black",1,1,,,,,342
1367,simple,SKU41422,Premium Speaker System,1,1,,High-quality premium speaker system designed for optimal performance and durability.,1,115,17,636.49,814.53,Office Supplies,"Wireless, Stereo, Professional",https://via.placeholder.com/600x600/0000FF/FFFFFF?text=Premium+Product,Dell,1,Color,"Green, Gray, White",1,0,User Group,"Kids, Boys & Girls, Men",1,0,259
1368,external,SKU66266,Digital Smartwatch HD,1,1,,High-quality digital smartwatch hd designed for optimal performance and durability.,1,161,20,414.38,564.09,Electronics,"Premium, USB, Vintage",https://images.pexels.com/photos/1232459/pexels-photo-1232459.jpeg,Nike,1,Color,"Black, Green, Blue, Brown, White",1,0,,,,,777
1369,variable,SKU35998,Premium Tablet System,1,0,,High-quality premium tablet system designed for optimal performance and durability.,1,185,15,508.48,803.65,Health & Beauty,,https://picsum.photos/600/600,Spalding,1,User Group,"Kids, Women, Adult, Men",1,0,,,,,928
1370,external,SKU31571,Wireless Speaker Pro,1,0,,High-quality wireless speaker pro designed for optimal performance and durability.,1,41,12,603.93,949.08,Pet Supplies,7.1 D,https://images.unsplash.com/photo-1526170375885-4d8ecf77b99f,Bose,1,,,,,,,,,946
1371,variable,SKU15589,Modern Rocking Chair,1,0,,High-quality modern rocking chair designed for optimal performance and durability.,1,,16,1125.09,1740.47,Rocking Chair,,https://images.unsplash.com/photo-1606107557195-0e29a4b5b4aa,Nike,1,,,,,,,,,356
1372,variable,,17-Speed Bike,1,1,,High-quality 17-speed bike designed for optimal performance and durability.,1,32,10,1179.97,1835.82,Bicycle,Premium,https://images.pexels.com/photos/356056/pexels-photo-356056.jpeg,Sony,1,Color,"Pink, Blue, Brown, Purple",1,1,User Group,"Boys & Girls, Kids, Unisex",1,0,226
1373,simple,SKU11983,Wireless Charger Pro,1,1,,High-quality wireless charger pro designed for optimal performance and durability.,1,153,16,153.75,197.83,Pet Supplies,"Hi-Fi, USB, Professional",https://images.pexels.com/photos/1029757/pexels-photo-1029757.jpeg,Spalding,1,Color,"White, Yellow, Black",1,0,,,,,115
1374,grouped,SKU94995,Smart Tablet Plus,1,0,,High-quality smart tablet plus designed for optimal performance and durability.,1,72,16,,206.19,Sweater > Hoodie,,https://images.pexels.com/photos/2115217/pexels-photo-2115217.jpeg,HP,1,Material,"Leather, Ceramic, Cotton, Plastic, Glass",1,1,Capacity,"330 ml, 1L",1,0,633
1375,simple,SKU15401,Digital Tablet HD,1,1,,High-quality digital tablet hd designed for optimal performance and durability.,1,194,14,1161.94,1832.98,Accessories,"Premium, Bass",https://images.unsplash.com/photo-1585155770447-2f66e2a397b5,Remax,1,Size,"XXXL, 12"", 28"", 24"", XXL",1,0,Capacity,"1.5L, 500ml, 330 ml, 1L",1,0,20
1376,simple,,11-Speed Bike,1,0,,High-quality 11-speed bike designed for optimal performance and durability.,1,71,8,858.83,1363.64,Bicycle,"Modern, Vintage",https://images.pexels.com/photos/2536965/pexels-photo-2536965.jpeg,Nike,1,User Group,"Women, Adult, Unisex, Boys & Girls, Kids",1,1,Material,"Cotton, Leather",1,0,550
1377,simple,SKU13177,Smart Headphones Plus,1,0,,High-quality smart headphones plus designed for optimal performance and durability.,1,25,9,810.47,1008.29,Automotive,"Hi-Fi, Bass",https://images.pexels.com/photos/1123260/pexels-photo-1123260.jpeg,Yamaha,1,,,,,,,,,8
1378,simple,,Wireless Tablet Pro,1,0,,High-quality wireless tablet pro designed for optimal performance and durability.,1,181,12,,1796.6,Automotive,"Wireless, Premium",https://images.pexels.com/photos/1630344/pexels-photo-1630344.jpeg,FitTech,1,,,,,,,,,862
1379,simple,SKU20127,Premium Charger System,1,0,,High-quality premium charger system designed for optimal performance and durability.,1,160,15,,1163.61,Books,Bluetooth,https://images.unsplash.com/photo-1505740420928-5e560c06d30e,Hatil,1,Material,"Leather, Silk, Wood",1,0,Capacity,"500ml, 330 ml, 1L",1,1,224
1380,simple,SKU24756,Classic Dress Style,1,0,,High-quality classic dress style designed for optimal performance and durability.,1,162,17,1034.8,1232.24,Clothing,,https://images.pexels.com/photos/1350789/pexels-photo-1350789.jpeg,Bose,1,User Group,"Boys & Girls, Unisex, Kids, Adult, Women",1,1,,,,,947
1381,simple,SKU60501,Classic Mixer,1,0,,High-quality classic mixer designed for optimal performance and durability.,1,110,14,293.13,359.68,Kitchen,"Modern, Vintage, Luxury",https://images.pexels.com/photos/90946/pexels-photo-90946.jpeg,Casio,1,,,,,,,,,644
1382,simple,SKU30558,Casual Dress,1,0,,High-quality casual dress designed for optimal performance and durability.,1,164,6,180.55,214.92,Clothing,"Hi-Fi, USB, Professional",https://images.unsplash.com/photo-1504274066651-8d31a536b11a,Bose,1,Size,"XXXL, XL, 28""",1,0,,,,,301
1383,simple,SKU80773,Professional Knife Set,1,0,,High-quality professional knife set designed for optimal performance and durability.,1,145,11,,1597.66,Kitchen,Premium,https://images.pexels.com/photos/2529148/pexels-photo-2529148.jpeg,Philips,1,Color,"Black, Gray, Brown",1,0,Capacity,"1.5L, 500ml, 330 ml",1,1,460
1384,variable,SKU72987,Sports Tracker Premium,1,1,,High-quality sports tracker premium designed for optimal performance and durability.,1,185,8,,389.62,Sports & Fitness,Luxury,https://images.unsplash.com/photo-1585386959984-a4155224a1ad,JBL,1,Capacity,"1L, 1.5L, 500ml, 330 ml, 2L",1,1,Color,"Pink, Red",1,0,718
1385,simple,SKU73651,Sports Shoes Premium,1,1,,High-quality sports shoes premium designed for optimal performance and durability.,1,147,6,534.96,742.32,Sports & Fitness,"Hi-Fi, Vintage",https://picsum.photos/700/700,HP,1,Capacity,"500ml, 1.5L, 2L, 330 ml",1,0,,,,,306
1386,simple,SKU26773,Hi-Fi Headphones,1,0,,High-quality hi-fi headphones designed for optimal performance and durability.,1,131,16,308.78,479.7,Headphone,Eco-Friendly,https://via.placeholder.com/600x600/0000FF/FFFFFF?text=Premium+Product,Brothers,1,Size,"XXXL, 28"", 12"", 24""",1,0,User Group,"Adult, Boys & Girls, Men, Women",1,0,236
1387,simple,SKU43331,Wireless Tablet Pro,1,0,,High-quality wireless tablet pro designed for optimal performance and durability.,1,38,10,1122.99,1449.76,Automotive,"USB, Professional, Vintage",https://via.placeholder.com/700x700/008000/FFFFFF?text=New+Arrival,Dell,1,Color,"White, Red",1,0,,,,,871
1388,external,SKU42400,Digital Tablet HD,1,1,,High-quality digital tablet hd designed for optimal performance and durability.,1,6,9,1372.87,1723.68,Automotive,"Bluetooth, Modern, Luxury",https://images.unsplash.com/photo-1504274066651-8d31a536b11a,Nike,1,User Group,"Unisex, Boys & Girls",1,0,,,,,386
1389,simple,SKU53536,Wireless Headphones,1,0,,High-quality wireless headphones designed for optimal performance and durability.,1,75,10,1044.63,1173.43,Headphone,Hi-Fi,https://images.pexels.com/photos/2078268/pexels-photo-2078268.jpeg,Nikon,1,,,,,,,,,548
1390,external,SKU11298,Smart Smartwatch Plus,1,1,,High-quality smart smartwatch plus designed for optimal performance and durability.,1,149,18,930.36,1210.57,Sweater > Hoodie,Premium,https://picsum.photos/700/700,Brothers,1,,,,,,,,,952
1391,external,SKU11349,Portable Charger Max,1,0,,High-quality portable charger max designed for optimal performance and durability.,1,73,7,,1366.03,Sweater > Hoodie,,https://images.pexels.com/photos/1350789/pexels-photo-1350789.jpeg,KitchenAid,1,Capacity,"330 ml, 500ml",1,1,Size,"XXL, 24""",1,0,893
1392,simple,SKU91297,Digital Camera HD,1,1,,High-quality digital camera hd designed for optimal performance and durability.,1,124,14,1252.37,1870.09,Pet Supplies,,https://via.placeholder.com/800x800/FF0000/FFFFFF?text=Product+Image,Spalding,1,Capacity,"2L, 1.5L, 1L, 500ml",1,0,,,,,329
1393,variable,SKU38322,Wireless Headphones,1,1,,High-quality wireless headphones designed for optimal performance and durability.,1,189,6,574.2,642.04,Headphone,"Eco-Friendly, USB",https://images.unsplash.com/photo-1584917865442-de89df76afd3,BrightLife,1,Material,"Wood, Silk, Plastic",1,1,,,,,238
1394,simple,SKU26860,Leather-Clad Leisure Chair,1,0,,High-quality leather-clad leisure chair designed for optimal performance and durability.,1,195,6,120.96,143.83,Rocking Chair,,https://images.unsplash.com/photo-1584917865442-de89df76afd3,Casio,1,,,,,,,,,305
1395,simple,SKU90624,Wireless Charger Pro,1,0,,High-quality wireless charger pro designed for optimal performance and durability.,1,112,13,430.71,512.81,Automotive,,https://images.pexels.com/photos/356056/pexels-photo-356056.jpeg,BrightLife,1,Capacity,"330 ml, 1L, 500ml",1,0,Color,"Black, Blue, Brown, Purple",1,0,513
1396,simple,SKU91679,Stainless Steel Blender,1,1,,High-quality stainless steel blender designed for optimal performance and durability.,1,126,18,243.0,321.76,Kitchen,"Hi-Fi, Vintage",https://images.pexels.com/photos/1029757/pexels-photo-1029757.jpeg,Remax,1,Material,"Metal, Silk, Leather, Wood",1,1,,,,,606
1397,simple,SKU66833,Contemporary Lamp,1,1,,High-quality contemporary lamp designed for optimal performance and durability.,1,45,5,285.32,355.55,Home & Garden,"USB, Professional, Modern",https://images.pexels.com/photos/19090/pexels-photo.jpg,GreenThumb,1,Size,"XL, 16"", 12"", XXL",1,0,,,,,639
1398,simple,SKU70615,Digital Headphones HD,1,1,,High-quality digital headphones hd designed for optimal performance and durability.,1,66,19,,57.84,Office Supplies,"USB, Vintage",https://via.placeholder.com/700x700/008000/FFFFFF?text=New+Arrival,Hatil,1,,,,,,,,,259
1399,simple,SKU69187,Digital Tablet HD,1,0,,High-quality digital tablet hd designed for optimal performance and durability.,1,91,14,583.8,653.21,Pet Supplies,"Premium, Modern, Stereo",https://images.pexels.com/photos/2536965/pexels-photo-2536965.jpeg,Nike,1,Size,"28"", XXXL, 24"", L, XL",1,0,,,,,982
1400,simple,SKU40237,Vintage Lamp Style,1,0,,High-quality vintage lamp style designed for optimal performance and durability.,1,116,16,1492.25,1964.95,Home & Garden,Professional,https://images.unsplash.com/photo-1505740420928-5e560c06d30e,Samsung,1,,,,,,,,,890
1401,simple,SKU44637,Wireless Charger Pro,1,0,,High-quality wireless charger pro designed for optimal performance and durability.,1,10,8,,612.84,Health & Beauty,Stereo,https://images.pexels.com/photos/1232459/pexels-photo-1232459.jpeg,Boutique,1,Size,"XXXL, 26"", 28"", 12"", L",1,0,Capacity,"500ml, 330 ml, 1L, 2L",1,0,661
1402,simple,SKU24471,Smart Camera Plus,1,1,,High-quality smart camera plus designed for optimal performance and durability.,1,45,19,1437.64,1995.39,Health & Beauty,Vintage,https://images.unsplash.com/photo-1526170375885-4d8ecf77b99f,Boutique,1,Material,"Glass, Rubber, Plastic, Cotton",1,1,,,,,173
1403,simple,SKU95659,Portable Tablet Max,1,1,,High-quality portable tablet max designed for optimal performance and durability.,1,50,20,,54.77,Accessories,"Eco-Friendly, 7.1 D, USB",https://images.pexels.com/photos/19090/pexels-photo.jpg,Boutique,1,Capacity,"1L, 500ml, 330 ml",1,1,Color,"Black, Green, White, Yellow",1,0,998
1404,simple,SKU74337,Wireless Headphones,1,1,,High-quality wireless headphones designed for optimal performance and durability.,1,23,17,381.67,492.57,Headphone,"Luxury, USB",https://images.pexels.com/photos/356056/pexels-photo-356056.jpeg,KeyTech,1,User Group,"Boys & Girls, Adult",1,1,,,,,597
1405,simple,SKU65469,Sports Dumbbell Premium,1,0,,High-quality sports dumbbell premium designed for optimal performance and durability.,1,76,16,,1150.28,Sports & Fitness,,https://picsum.photos/700/700,Samsung,1,Capacity,"2L, 1.5L, 1L",1,0,User Group,"Adult, Men, Unisex, Kids",1,0,645
1406,external,SKU90832,Wireless Headphones,1,0,,High-quality wireless headphones designed for optimal performance and durability.,1,6,7,1047.68,1241.74,Headphone,7.1 D,https://images.pexels.com/photos/356056/pexels-photo-356056.jpeg,Casio,1,,,,,,,,,129
1407,simple,SKU93738,Smart Headphones Plus,1,1,,High-quality smart headphones plus designed for optimal performance and durability.,1,4,7,,1490.76,Health & Beauty,Wireless,https://images.unsplash.com/photo-1526170375885-4d8ecf77b99f,HydroFlask,1,,,,,,,,,290
1408,simple,,Luxury Table Set,1,1,,High-quality luxury table set designed for optimal performance and durability.,1,139,6,1187.3,1389.28,Home & Garden,,https://images.unsplash.com/photo-1553456558-aff63285bdd1,Nikon,1,Color,"Purple, Green, Brown",1,1,Material,"Leather, Wood, Rubber, Ceramic",1,0,416
1409,simple,SKU79239,Portable Headphones Max,1,0,,High-quality portable headphones max designed for optimal performance and durability.,1,174,13,1159.91,1879.31,Pet Supplies,Eco-Friendly,https://images.pexels.com/photos/1123260/pexels-photo-1123260.jpeg,GreenThumb,1,Material,"Metal, Cotton, Rubber, Glass",1,0,,,,,485
1410,variable,SKU97094,Luxury Lamp Set,1,0,,High-quality luxury lamp set designed for optimal performance and durability.,1,17,11,,1147.87,Home & Garden,"Luxury, Eco-Friendly",https://images.pexels.com/photos/2062432/pexels-photo-2062432.jpeg,SoundMax,1,User Group,"Kids, Unisex",1,1,Capacity,"1.5L, 500ml",1,0,7
1411,simple,SKU57800,Premium Smartwatch System,1,0,,High-quality premium smartwatch system designed for optimal performance and durability.,1,120,13,348.45,541.67,Health & Beauty,Hi-Fi,https://images.pexels.com/photos/341523/pexels-photo-341523.jpeg,Wilson,1,Material,"Plastic, Rubber, Ceramic, Silk",1,0,,,,,753
1412,simple,SKU80756,Modern Lamp Collection,1,0,,High-quality modern lamp collection designed for optimal performance and durability.,1,8,10,,109.14,Home & Garden,"Premium, Bluetooth, Vintage",https://images.pexels.com/photos/1123260/pexels-photo-1123260.jpeg,Nike,1,Color,"Red, Brown, Yellow",1,0,Capacity,"330 ml, 1L",1,1,893
1413,variable,SKU19256,Modern Sweater,1,1,,High-quality modern sweater designed for optimal performance and durability.,1,118,12,,534.95,Clothing,"Wireless, Luxury, Professional",https://images.unsplash.com/photo-1584917865442-de89df76afd3,Canon,1,Color,"Green, White, Purple, Blue",1,1,Capacity,"330 ml, 1.5L, 1L",1,1,344
1414,simple,SKU40968,Smart Speaker Plus,1,0,,High-quality smart speaker plus designed for optimal performance and durability.,1,78,6,1229.35,1746.29,Automotive,,https://images.pexels.com/photos/4482900/pexels-photo-4482900.jpeg,Adidas,1,Size,"XXL, 16"", 26"", M, XL",1,1,User Group,"Kids, Adult, Men, Boys & Girls",1,0,355
1415,simple,SKU53601,Smart Camera Plus,1,0,,High-quality smart camera plus designed for optimal performance and durability.,1,23,6,1265.17,1474.02,Toys & Games,"USB, Modern, Premium",https://images.pexels.com/photos/1649771/pexels-photo-1649771.jpeg,Dell,1,Color,"Pink, White, Yellow, Green, Gray",1,1,Size,"S, XXL, 16""",1,0,718
1416,simple,SKU29808,Professional Yoga Mat Gear,1,1,,High-quality professional yoga mat gear designed for optimal performance and durability.,1,199,15,705.09,1111.51,Sports & Fitness,"USB, Stereo, Eco-Friendly",https://images.pexels.com/photos/2529148/pexels-photo-2529148.jpeg,BrightLife,1,,,,,,,,,646
1417,simple,SKU61867,Portable Smartwatch Max,1,0,,High-quality portable smartwatch max designed for optimal performance and durability.,1,38,20,997.13,1146.52,Sweater > Hoodie,"7.1 D, Bass",https://images.pexels.com/photos/1630344/pexels-photo-1630344.jpeg,LG,1,Capacity,"1.5L, 330 ml, 2L, 1L",1,0,Color,"Green, Red, White",1,1,415
1418,external,SKU54407,Premium Camera System,1,0,,High-quality premium camera system designed for optimal performance and durability.,1,164,16,598.41,697.09,Health & Beauty,"Luxury, Bluetooth",https://via.placeholder.com/800x800/FF0000/FFFFFF?text=Product+Image,Yamaha,1,Material,"Plastic, Silk, Ceramic, Metal, Wood",1,1,,,,,392
1419,simple,SKU71035,Casual Shirt,1,0,,High-quality casual shirt designed for optimal performance and durability.,1,60,9,,611.85,Clothing,"Modern, Premium",https://images.unsplash.com/photo-1585386959984-a4155224a1ad,Hatil,1,Material,"Wood, Metal",1,0,,,,,809
1420,simple,,Contemporary Lamp,1,0,,High-quality contemporary lamp designed for optimal performance and durability.,1,101,13,1110.57,1444.43,Home & Garden,Premium,https://images.unsplash.com/photo-1526170375885-4d8ecf77b99f,Boutique,1,Size,"XXL, 16"", L, XL, S",1,1,,,,,620
1421,simple,SKU83274,Wireless Headphones Pro,1,1,,High-quality wireless headphones pro designed for optimal performance and durability.,1,147,16,923.08,1030.36,Accessories,"Professional, Eco-Friendly",https://images.unsplash.com/photo-1526170375885-4d8ecf77b99f,Adidas,1,Capacity,"1L, 2L, 1.5L",1,1,,,,,697
1422,variable,SKU78121,Premium Shirt Collection,1,1,,High-quality premium shirt collection designed for optimal performance and durability.,1,,8,1323.68,1825.48,Clothing,"Wireless, Eco-Friendly",https://picsum.photos/600/600,Apple,1,User Group,"Kids, Women, Unisex, Boys & Girls, Men",1,0,,,,,646
